REPORTER	DATE	JOURNAL	VILLE	PAYS	LATITUDE	LONGITUDE	TITRE	SUJET	URL	A_LA_UNE
Gaston Stiegler	1901-06-02	Le Matin	Moscou	Russie	55.757425	37.619183	Le tour du monde en X... jours	Tour du monde	https://www.retronews.fr/journal/le-matin/2-juin-1901/66/178589/1	N
Gaston Stiegler	1901-06-02	Le Matin	Saint-Pétersbourg	Russie	59.9386300	30.3141300	Le tour du monde en X... jours	Tour du monde	https://www.retronews.fr/journal/le-matin/2-juin-1901/66/178589/1	N
Gaston Stiegler	1901-06-04	Le Matin	Samara	Russie	53.202778	50.140833	Le tour du monde en X... jours	Tour du monde	https://www.retronews.fr/journal/le-matin/4-juin-1901/66/185947/1	N
Gaston Stiegler	1901-06-07	Le Matin	Tcheliabinsk	Russie	55.1679	61.40460000000007	Le tour du monde en X... jours		https://www.retronews.fr/journal/le-matin/7-juin-1901/66/168239/1	
Gaston Stiegler	1901-06-08	Le Matin	Omsk	Russie	54.991375	73.371529	Le tour du monde en X... jours		https://www.retronews.fr/journal/le-matin/8-juin-1901/66/179675/1	
Gaston Stiegler	1901-06-10	Le Matin	Krasnoiarsk	Russie	56.0090968	92.8725147	Le tour du monde en X... jours		https://www.retronews.fr/journal/le-matin/10-juin-1901/66/176593/1	
Gaston Stiegler	1901-06-11	Le Matin	Irkoutsk	Russie	52.289597	104.280586	Le tour du monde en X... jours		https://www.retronews.fr/journal/le-matin/11-juin-1901/66/163143/1	
Gaston Stiegler	1901-06-12	Le Matin	Irkoutsk	Russie	52.289597	104.280586	Le tour du monde en X... jours		https://www.retronews.fr/journal/le-matin/12-juin-1901/66/175585/1	
Gaston Stiegler	1901-06-19	Le Matin	Strietensk	Russie	48.48271	135.08379	Le tour du monde en X... jours	Tour du monde	https://www.retronews.fr/journal/le-matin/19-juin-1901/66/167225/1	N
Gaston Stiegler	1901-06-21	Le Matin	Zyalinda	Russie			Le tour du monde en X... jours		https://www.retronews.fr/journal/le-matin/21-juin-1901/66/174637/1	
Gaston Stiegler	1901-06-25	Le Matin	Blagovechtchensk	Russie	50.3548	127.596	Le tour du monde en X... jours			
Gaston Stiegler	1901-07-02	Le Matin	Vladivostok	Russie	43.1884	132.03099999999995	Le tour du monde en X... jours		https://www.retronews.fr/journal/le-matin/2-juillet-1901/66/167221/1	O
Gaston Stiegler	1901-07-06	Le Matin	Yokohama	Japon	35.444991	139.636768	Le tour du monde en X... jours		https://www.retronews.fr/journal/le-matin/6-juillet-1901/66/175581/1	O
Gaston Stiegler	1901-07-18	Le Matin	Victoria	Etats-Unis	48.4329400	-123.3693000	Le tour du monde en X... jours	Tour du monde	https://www.retronews.fr/journal/le-matin/18-juillet-1901/66/178581/1	N
Gaston Stiegler	1901-07-22	Le Matin	Minneapolis	Etats-Unis	44.9773	-93.26549999999997	Le tour du monde en X... jours			
Gaston Stiegler	1901-07-23	Le Matin	Niagarafalls	Canada	43.101	-79.11529999999999	Le tour du monde en X... jours			
Gaston Stiegler	1901-08-03	Le Matin	Paris	France	48.86669293	2.333335326	Le tour du monde	Tour du monde	https://www.retronews.fr/journal/le-matin/3-aout-1901/66/174629/1	O
Gaston Stiegler	1901-08-05	Le Matin	Paris	France	48.86669293	2.333335326	Le tour du monde en 63 jours	Tour du monde	https://www.retronews.fr/journal/le-matin/5-aout-1901/66/163137/1	N
Gaston Stiegler	1901-08-06	Le Matin	Paris	France	48.86669293	2.333335326	Le tour du monde en 63 jours	Tour du monde	https://www.retronews.fr/journal/le-matin/6-aout-1901/66/185943/1	N
Gaston Stiegler	1901-08-07	Le Matin	Saint-Petersbourg	Russie	59.9386300	30.3141300	Le tour du monde en 63 jours - Dans le transsibérien		https://www.retronews.fr/journal/le-matin/7-aout-1901/66/174627/1	
Gaston Stiegler	1901-08-08	Le Matin	Tcheliabinsk	Russie	55.1679	61.40460000000007	Le tour du monde en 63 jours - Dans le transsibérien		https://www.retronews.fr/journal/le-matin/8-aout-1901/66/174625/1	
Gaston Stiegler	1901-08-09	Le Matin	Irkoutsk	Russie	52.2977800	104.2963900	Le tour du monde en 63 jours - Dans le transsibérien	Tour du monde	https://www.retronews.fr/journal/le-matin/9-aout-1901/66/174623/1	N
Gaston Stiegler	1901-08-10	Le Matin		Russie	52.7	115.16700000000003	Le tour du monde en 63 jours - La Transbaïkalie - Les exilés		https://www.retronews.fr/journal/le-matin/10-aout-1901/66/174621/1	
Gaston Stiegler	1901-08-12	Le Matin		Russie	52.672505852040565	118.75113393587333	Le tour du monde en 63 jours - Sur la Chilka			
Gaston Stiegler	1901-08-13	Le Matin	Blagovechtchensk	Russie	50.2796100	127.5405000	Le tour du monde en 63 jours - La pêche dans l'Amour	Tour du monde	https://www.retronews.fr/journal/le-matin/13-aout-1901/66/179671/1	N
Gaston Stiegler	1901-08-14	Le Matin	Vladivostok	Russie	43.1884	132.03099999999995	Le tour du monde en 63 jours - Vladivostock		https://www.retronews.fr/journal/le-matin/14-aout-1901/66/179669/1	
Gaston Stiegler	1901-08-15	Le Matin		Japon	36.5748441	139.2394179	Le tour du monde en 63 jours - Au Japon		https://www.retronews.fr/journal/le-matin/15-aout-1901/66/187913/1	
Gaston Stiegler	1901-08-16	Le Matin		Japon	36.5748441	139.2394179	Le tour du monde en 63 jours - La maison de thé		https://www.retronews.fr/journal/le-matin/16-aout-1901/66/168233/1	
Gaston Stiegler	1901-08-17	Le Matin	Tokyo	Japon	35.709026	139.731992	Le tour du monde en 63 jours - Jeunes mères	Tour du monde	https://www.retronews.fr/journal/le-matin/17-aout-1901/66/184887/1	N
Gaston Stiegler	1901-08-19	Le Matin		Etats-Unis	39.7837304	-100.4458825	Le tour du monde en 63 jours - En Amérique		https://www.retronews.fr/journal/le-matin/19-aout-1901/66/174619/1	
Gaston Stiegler	1901-08-20	Le Matin		Etats-Unis	39.7837304	-100.4458825	Le tour du monde en 63 jours - Paysages - Minneapolis - Chicago		https://www.retronews.fr/journal/le-matin/20-aout-1901/66/164231/1	
Gaston Stiegler	1902-09-12	Le Matin	Francfort-Sur-L'Oder	Allemagne	52.35	14.55	Aux manoeuvres allemandes	Guerre, Impératrice allemande	https://www.retronews.fr/journal/le-matin/12-septembre-1902/66/163113/1	N
Gaston Stiegler	1924-07-12	Paris-Soir	Paris	France	48.86669293	2.333335326	Sous mes yeux	Souvenirs de reportages	https://www.retronews.fr/journal/paris-soir/12-juillet-1924/131/112573/1	O
Georges Bourdon	1903-07-26	Le Figaro	Paris	France	48.86669293	2.333335326	Le tour du monde de la chanson	musique	https://www.retronews.fr/journal/le-figaro-1854-/26-juillet-1903/104/798245/1	N
Georges Bourdon	1905-02-19	Le Figaro	Saint-Peterbsourg	Russie	59.5619	30.3097	L'assassinat du Grand-Duc Serge	crime	https://www.retronews.fr/journal/le-figaro-1854-/19-fevrier-1905/104/789225/1	O
Georges Bourdon	1905-03-30	Le Figaro	Saint-Peterbsourg	Russie	59.5619	30.3097	Les propos du Général Batianof	reportage guerre	https://www.retronews.fr/journal/le-figaro-1854-/30-mars-1905/104/799129/1	O
Georges Bourdon	1905-11-08	Le Figaro	Lisbonne	Portugal	38.4300	-9.0759	Une audience chez S.M la Reine Amélie	royauté	https://www.retronews.fr/journal/le-figaro-1854-/8-novembre-1905/104/799233/1	O
Georges Bourdon	1907-03-17	Le Figaro	Toulon	France	43.124228	5.928	La catastrophe de l''Iena'	reportage après explosion	https://www.retronews.fr/journal/le-figaro-1854-/17-mars-1907/104/799951/1	O
Georges Bourdon	1907-08-05	Le Figaro	Casablanca	Maroc	33.3517	-7.589843	Au Maroc : un combat acharné	reportage guerre	https://www.retronews.fr/journal/le-figaro-1854-/5-septembre-1907/104/1105879/1	O
Georges Bourdon	1907-08-10	Le Figaro	Casablanca	Maroc	33.3517	-7.589843	Vers Casablanca : pendant le bombrdement	reportage guerre	https://www.retronews.fr/journal/le-figaro-1854-/10-aout-1907/104/789329/1	O
Georges Bourdon	1907-09-04	Le Figaro	Casablanca	Maroc	33.3517	-7.589843	Un nouveau combat	reportage guerre	https://www.retronews.fr/journal/le-figaro-1854-/4-septembre-1907/104/1105863/1	O
Georges Bourdon	1907-09-15	Le Figaro	Paris	France	48.86669293	2.333335326	Promenade dans Paris	reportage place Dauphine	https://www.retronews.fr/journal/le-figaro-1854-/15-septembre-1907/104/1106027/1	O
Georges Bourdon	1908-07-21	Le Figaro	Copenhague	Danemark	55.676097	12.568337	Impression de Copenhague	reportage	https://www.retronews.fr/journal/le-figaro-1854-/21-juillet-1908/104/800003/1	O
Georges Bourdon	1909-08-02	Le Figaro	Cherbourg	France	49.633730	-1.622137	L'entrevue de Cherbourg	royauté	https://www.retronews.fr/journal/le-figaro-1854-/2-aout-1909/104/800769/1	O
Georges Bourdon	1909-11-24	Le Figaro	Paris	France	48.86669293	2.333335326	L'affaire Steinheil : la dernière victime	crime	https://www.retronews.fr/journal/le-figaro-1854-/24-novembre-1909/104/801013/1	N
Georges Bourdon	1910-08-31	Le Figaro	Paris	France	48.86669293	2.333335326	Dans le palais de Pélleas et de Mélisandre	théâtre	https://www.retronews.fr/journal/le-figaro-1854-/31-aout-1910/104/789619/1	O
Georges Bourdon	1914-03-15	Le Figaro	Buenos Aires	Argentine	-34.6037232	-58.3815931	Amérique Latine	reportage	https://www.retronews.fr/journal/le-figaro-1854-/15-mars-1914/104/1106769/1	N
Georges Bourdon	1922-03-24	Le Figaro	Reims	France	49.258329	4.031696	L'Aurore sur les Ruines'	enquête	https://www.retronews.fr/journal/le-figaro-1854-/24-mars-1922/104/570177/1	O
Henri Béraud	1919-10-10	L'Oeuvre	Metz	France	49.119309	6.175716	L'affaire de Metz	Politique de l'Alsace-Lorraine	https://www.retronews.fr/journal/361/2512441/1	O
Henri Béraud	1919-10-26	L'Oeuvre	Strasbourg	France	48.573405	7.752111	Mais alors ... et Millerand ?	Politique de l'Alsace-Lorraine	https://www.retronews.fr/journal/361/2512653/1	O
Henri Béraud	1919-11-19	L'Oeuvre	Strasbourg	France	48.573405	7.752111	Les pont de Kehl	Vie en Alsace-Lorraine après la guerre	https://www.retronews.fr/journal/361/2512749/1	O
Henri Béraud	1924-04-06	Paris-Soir	Paris	France	48.86669293	2.333335326	Le premier article d'Henri Béraud	La critique, l'opinion	https://www.retronews.fr/journal/131/113441/1#	O
Henri Béraud	1926-09-17	Le Journal	Berlin	Allemagne	52.520007	13.404954	En Allemagne	Allemagne, reportage, voyage	https://www.retronews.fr/journal/129/230763/1	O
Henri Béraud	1926-09-21	Le Journal	Berlin	Allemagne	52.520007	13.404954	Le promeneur et les deux cortèges	Commerce, vie urbaine, Allemagne	https://www.retronews.fr/journal/129/249555/1	O
Henri Béraud	1926-09-28	Le Journal	Berlin	Allemagne	52.520007	13.404954	Les Berlinois à table	Nourritures, pauvreté, Allemagne	https://www.retronews.fr/journal/129/229761/1	O
Henri Béraud	1928-08-30	Le Petit Parisien	Rome	Italie	41.90278349999999	12.496365500000024	L'homme de la résurrection' -- 'Le Duce' Benito Mussolini	Politique, Benito Mussolini	https://www.retronews.fr/journal/2/50566/1	O
Henri Béraud	1929-09-07	Le Petit Parisien	Rome	Italie	41.90278349999999	12.496365500000024	Un peuple jeune ...	Peuple italien	https://www.retronews.fr/journal/2/49950/1	O
Henri Béraud	1929-09-07	Le Petit Parisien	Rome	Italie	41.90278349999999	12.496365500000024	L'oeil du Maitre	Mussolini, vie italienne	https://www.retronews.fr/journal/2/49960/1	O
Henri Béraud	1929-09-10	Le Petit Parisien	Rome	Italie	41.90278349999999	12.496365500000024	Une histoire de sept ans	Régime fasciste, anniversaire	https://www.retronews.fr/journal/2/1992579/1	O
Henri Béraud	1929-09-22	Le Petit Parisien	Rome	Italie	41.90278349999999	12.496365500000024	Et si 'il' venait à disparaitre	Régime facsiste, succession, révolution	https://www.retronews.fr/journal/2/49936/1	O
Henri Béraud	1929-10-01	Le Petit Parisien	Rome	Italie	41.90278349999999	12.496365500000024	Les chanteurs de la place Colonna	Relation franco-italiennes, presse	https://www.retronews.fr/journal/2/49916/1	O
Henri Béraud	1930-11-15	Le Petit Parisien	Madrid	Espagne	40.416775	40.416775	Dramatique journée à Madrid	Manifestation, morts	https://www.retronews.fr/journal/2/1992769/1	O
Henri Béraud	1930-12-18	Le Petit Parisien	Madrid	Espagne	40.416775	-3.703790	Une mise au point par un témoin notre envoyé spécial Henri Béraud	Guerre civile en Espagne	https://www.retronews.fr/journal/2/58374/1	O
Henri Béraud	1931-02-28	Le Petit Parisien	Ecija	Espagne	37.541466	-5.082674	La laboureur d'Ecija	Agriculture	https://www.retronews.fr/journal/2/1992707/1	O
Henri Béraud	1931-05-27	Le Petit Parisien	Lyon	France	45.764043	4.835659	Plaisirs et jeux lyonnais	Loisirs, Lyon	https://www.retronews.fr/journal/2/1992879/1	O
Henri Béraud	1932-09-05	Le Petit Parisien	Tarpa	Hongrie	48.105537	22.531639	Le mal des frontières	Les frontières en fonction des peuples	https://www.retronews.fr/journal/2/57718/1	O
Henri Béraud	1932-09-09	Le Petit Parisien	Vienne	Autriche	48.208174	16.373819	La crypte des Capucins	Visite d'une église	https://www.retronews.fr/journal/2/1993183/1	O
Henri Béraud	1932-09-15	Le Petit Parisien	Vienne	Autriche	48.208174	16.373819	Anschluss !	L'autonomie de l'Autriche et son annexion	https://www.retronews.fr/journal/2/57712/1	O
Henri Béraud	1933-10-14	Le Petit Parisien	Vienne	Autriche	48.208174	16.373819	Où va l'Autriche ?	Politique de l'Autriche	https://www.retronews.fr/journal/2/57252/1	O
Jean Barois	1934-07-09	L'Echo Rochelais	Paris	France	48.86669293	2.333335326	Hier encore… en écoutant Mme Curie	Education/sciences/personnalités	https://www.retronews.fr/journal/l-echo-rochelais/9-juillet-1934/621/1704161/1	O
Jean Barois	1934-11-28	Paris-Soir	Londres	Royaume Uni	51.5073509	-0.12775829999998223	Les répétiions pour le mariage de la princesse Marina ont lieu aujourd'hui	Personnalités/mariage	https://www.retronews.fr/journal/paris-soir/28-novembre-1934/131/101325/7	N
Jean Barois	1934-12-04	Paris-Soir	Paris	France	48.86669293	2.333335326	Pour la première fois de l'hiver, la 'roulante' de l'armée du salut a secouru les clochards	Paris/société/pauvreté	https://www.retronews.fr/journal/paris-soir/4-decembre-1934/131/98379/7	N
Jean Barois	1935-02-02	Paris-Soir	Evreux	France	49.0270129	1.1513609999999517	Serge de Lez se livre à des calculs savants compliqués pour savoir quand il sera libéré	Prison/justice/délits	https://www.retronews.fr/journal/paris-soir/2-fevrier-1935/131/100111/7	N
Jean Barois	1935-12-19	Paris-Soir	Bourges	France	51.5073509	-0.12775829999998223	Toucher de l'argent ? Quelle horreur!' s'écrie le sous-inspecteur Fenet	Justice/tribunal	https://www.retronews.fr/journal/paris-soir/19-decembre-1935/131/113239/5	N
Jean Barois	1936-04-15	Paris-Soir	La Mecque	Royaume d'Arabie Saoudite	21.3890824	39.85791180000001	Chargé de chants et de prières un navire glisse, sur les Eaux Saintes, vers la patrie perdue	Reportage/voyage/religion/islam	https://www.retronews.fr/journal/paris-soir/15-avril-1936/131/98075/5	O
Jean Barois	1936-04-16	Paris-Soir	La Mecque	Royaume d'Arabie Saoudite	21.3890824	39.85791180000001	L'épave tragique de l''Asia' accueille les pèlerins de l'Islam à Djeddah, le port le plus triste du monde	Reportage/voyage/religion/islam	https://www.retronews.fr/journal/paris-soir/16-avril-1936/131/102587/5	O
Jean Barois	1936-04-18	Paris-Soir	La Mecque	Royaume d'Arabie Saoudite	21.3890824	39.85791180000001	Par la porte d'Orient, j'ai quitté Djeddah, ville libre pour entrer sur la terre interdite	Reportage/voyage/religion/islam	https://www.retronews.fr/journal/paris-soir/18-avril-1936/131/99025/5	O
Jean Barois	1936-04-19	Paris-Soir	La Mecque	Royaume d'Arabie Saoudite	21.3890824	39.85791180000001	Dans les ténèbres, les pèlerins délirants hurlent et tournent autour de la Kaaba la pierre la plus noire que la nuit	Reportage/voyage/religion/islam	https://www.retronews.fr/journal/paris-soir/19-avril-1936/131/113075/5	O
Jean Barois	1936-04-20	Paris-Soir	La Mecque	Royaume d'Arabie Saoudite	21.3890824	39.85791180000001	Des linges sèchent autour du puits sacré de Zem-Zem : les linceuls des croyants	Reportage/voyage/religion/islam	https://www.retronews.fr/journal/paris-soir/20-avril-1936/131/101809/5	O
Jean Barois	1936-04-21	Paris-Soir	La Mecque	Royaume d'Arabie Saoudite	21.3890824	39.85791180000001	Une rumeur dans l'immense foule prosternée : C'est Ibn Saoud !	Reportage/voyage/religion/islam	https://www.retronews.fr/journal/paris-soir/21-avril-1936/131/113073/5	N
Jean Barois	1936-04-22	Paris-Soir	La Mecque	Royaume d'Arabie Saoudite	21.3890824	39.85791180000001	Deux visions du roi du Hedjaz : au palais royal, sous le feu des lustres, parmi la foute de ses invités, tandis que des soldats en armes servent le café. Sur la route brûlée de Minen, avec la magnifique et farouche escorte de méhara	Reportage/voyage/religion/islam	https://www.retronews.fr/journal/paris-soir/22-avril-1936/131/105551/5	N
Jean Barois	1936-04-23	Paris-Soir	La Mecque	Royaume d'Arabie Saoudite	21.3890824	39.85791180000001	A minem, pendant trois jours les pèlerins de l'Islam lapident Satan et ses fils	Reportage/voyage/religion/islam	https://www.retronews.fr/journal/paris-soir/23-avril-1936/131/103549/5	N
Jean Barois	1936-04-24	Paris-Soir	La Mecque	Royaume d'Arabie Saoudite	21.3890824	39.85791180000001	A Medine, le tombeau du Prophète surgit d'un trésor des 'Mille et une nuits'	Reportage/voyage/religion/islam	https://www.retronews.fr/journal/paris-soir/24-avril-1936/131/101807/5	N
Jean Barois	1936-06-22	Paris-Soir	Bruxelles	Belgique	50.8503396	4.351710300000036	L'armée belge occupe les routes principales et les points stratégoques	sécurité/conflit/frontières/Belgique	https://www.retronews.fr/journal/paris-soir/22-juin-1936/131/108471/3	N
Jean Barois	1936-07-09	Paris-Soir	Caen	France	49.182863	-0.37067899999999554	Martin expliquera-t-il aux jurés pourquoi il assassina les deux bijoutiers ?	Justice/tribunal/crime	https://www.retronews.fr/journal/paris-soir/9-juillet-1936/131/99003/5	O
Jean Barois	1936-07-15	Paris-Soir	Paris	France	48.86669293	2.333335326	Un ordre du Général Gourmand et le défilé commença	Paris/défilé/champs elysées/armée/14 juillet	https://www.retronews.fr/journal/paris-soir/15-juillet-1936/131/96141/3	N
Jean Barois	1936-08-13	Paris-Soir	Alger	Algérie	36.6997294	3.0576198999999633	Les repercussions de l'assassinat du muphti	Algérie/conflit/justice/armée	https://www.retronews.fr/journal/paris-soir/13-aout-1936/131/97041/5	O
Jean Barois	1937-04-09	Paris-Soir					Le centenaire de Becque	Personnalités/anniversaire/mort	https://www.retronews.fr/journal/paris-soir/9-avril-1937/131/113039/2	N
Jean Barois	1937-05-07	Paris-Soir	Tourcoing	France	50.724993	3.1620699999999715	Une nouvelle République va naître en France	Politique/France/elections	https://www.retronews.fr/journal/paris-soir/7-mai-1937/131/108447/2	N
Jean Barois	1937-05-24	Paris-Soir	Paris	France	48.86669293	2.333335326	Le magnifique de l'Arc de Triomphe a obtenu un énorme succès	Histoire/Paris/armée	https://www.retronews.fr/journal/paris-soir/24-mai-1937/131/96983/5	O
Jean Barois	1937-05-26	Paris-Soir	Paris	France	48.86669293	2.333335326	Les quêtes et l'exposition	Police/quêtes	https://www.retronews.fr/journal/paris-soir/26-mai-1937/131/102453/2	N
Jean Barois	1937-06-12	Paris-Soir	Paris	France	48.86669293	2.333335326	Un élection symbolique	Election/politique/femmes	https://www.retronews.fr/journal/paris-soir/12-juin-1937/131/105437/2	N
Jean Barois	1937-06-13	Paris-Soir	Paris	France	48.86669293	2.333335326	Le match des réseaux	Chemins de fer/technologie	https://www.retronews.fr/journal/paris-soir/13-juin-1937/131/102449/2	N
Jean Barois	1937-06-16	Paris-Soir	Paris	France	48.86669293	2.333335326	Une famille de sauveteurs	Education/université/conférence	https://www.retronews.fr/journal/paris-soir/16-juin-1937/131/101751/2	N
Jean Barois	1937-08-27	Paris-Soir	Paris	France	48.86669293	2.333335326	Mistinguett a failli être kidnappée	Personnalités/police/enlèvement	https://www.retronews.fr/journal/paris-soir/27-aout-1937/131/107541/5	O
Jean Barois	1937-09-18	Paris-Soir	Paris	France	48.86669293	2.333335326	Une tête à couper	Journalistes	https://www.retronews.fr/journal/paris-soir/18-septembre-1937/131/103317/2	N
Jean Barois	1937-09-19	Paris-Soir					Pour comprendre l'étrange roman de Melle Cotillon	Littérature/culture	https://www.retronews.fr/journal/paris-soir/19-septembre-1937/131/97853/9	N
Jean Barois	1937-09-20	Paris-Soir	Prague	Tchécoslovaquie	50.0755381	14.43780049999998	Un deuil unanime	Tchécoslovaquie/politique/mort	https://www.retronews.fr/journal/paris-soir/20-septembre-1937/131/96889/2	N
Jean Barois	1937-09-23	Paris-Soir	Paris	France	48.86669293	2.333335326	Un déjeuner d'étoiles	Cinéma/culture	https://www.retronews.fr/journal/paris-soir/23-septembre-1937/131/102349/2	N
Jean Barois	1937-09-26	Paris-Soir	Paris	France	48.86669293	2.333335326	La résurresction de Ben-Hur	Cinéma/culture	https://www.retronews.fr/journal/paris-soir/26-septembre-1937/131/99807/11	N
Jean Barois	1937-10-08	Paris-Soir	Le Havre	France	49.49437	0.10792900000001282	Sur un départ	Cinéma/culture	https://www.retronews.fr/journal/paris-soir/28-septembre-1937/131/102343/2	N
Jean Barois	1937-11-13	Paris-Soir	Paris	France	48.86669293	2.333335326	Hommes, femmes et secrets du jour : Madame sans gene professeur au Conservatoire	Comédie-française/culture	https://www.retronews.fr/journal/paris-soir/13-novembre-1937/131/96993/2	N
Jean Barois	1937-11-28	Paris-Soir	Paris	France	48.86669293	2.333335326	Hommes, femmes et secrets du jour : La 'Madelon sous la coupole	Académie-française/culture	https://www.retronews.fr/journal/paris-soir/28-novembre-1937/131/104457/2	N
Jean Barois	1937-12-09	Paris-Soir	Beaucourt	Territoire de Belfort	47.484145	6.923811000000001	Hommes, femmes et secrets du jour : Landré Jaoy, Alain Gerbaut du ciel	Aviation	https://www.retronews.fr/journal/paris-soir/9-decembre-1937/131/103425/2	N
Jean Barois	1938-06-27	Paris-Soir	Chantilly	France	49.19315999999999	2.468738900000062	Hommes et chevaux du jour : Les vainqueurs du grand pris n'ont pas été jusqu'à présent très galants… mais quand les pouliches se vengent, c'est pas un coup d'éckat	Equitation/sport/compétition	https://www.retronews.fr/journal/paris-soir/27-juin-1938/131/99677/2	N
Jean Barois	1938-08-15	Paris-Soir	Saint-Jean de Luz	France	43.388051	-1.6630549999999857	Hommes, femmes et faits du jour : Chiquito de Cambo maudit le Ciel… tandis qu Lys Gauty et José Germain inventent 'La Maison de l'Espion'	Pays Basque	https://www.retronews.fr/journal/paris-soir/15-aout-1938/131/106241/2	N
Jean Barois	1938-12-02	Paris-Soir	Amsterdam	Hollande	52.3679843	4.903561399999944	Hommes, femmes et faits du jour : Mengelberg, le célèbre chef d'orchestre veut être un Mengelberg 100%	Musique/orchestre/Hollande	https://www.retronews.fr/journal/paris-soir/2-decembre-1938/131/101561/2	N
Jean Barois	1938-12-19	Paris-Soir	Paris	France	48.86669293	2.333335326	Hommes, femmes et faits du jour : Si vous avez trouvé le moyen de communiquer avec un astre, vous pouvez recevoir un prix de l'Académie de Sciences	Sciences/communication/technologie	https://www.retronews.fr/journal/paris-soir/19-decembre-1938/131/103135/2	N
Jean Barois	1939-02-22	Paris-Soir	Paris	France	48.86669293	2.333335326	Hommes, femmes et faits dujour : Les livres que Pauley avait collectionnés avec amour vont être dispersés aux enchères	Littérature/collection	https://www.retronews.fr/journal/paris-soir/22-fevrier-1939/131/106169/2	N
Jean Barois	1939-03-03	Paris-Soir	Paris	France	48.86669293	2.333335326	Hommes, femmes et faits du jour : Le consistoire israélite vootre en même temps que le Conclave	Religion/judaïsme	https://www.retronews.fr/journal/paris-soir/3-mars-1939/131/104161/2	N
Jean Barois	1939-05-31	Paris-Soir					Hommes, femmes et faits du jour : Les américains mangeront la vaisselle au lieu de la laver	societé/USA	https://www.retronews.fr/journal/paris-soir/31-mai-1939/131/102185/2	N
Jean Barois	1939-06-01	Paris-Soir	Paris	France	48.86669293	2.333335326	Hommes, femmes et faits du jour : Parce que Chateaubriand n'avait pas de baignoire Mme Mary Marquet n'habitera pas chez lui	Personnalités	https://www.retronews.fr/journal/paris-soir/1-juin-1939/131/99659/2	N
Jean Barois	1939-07-24	Paris-Soir					D'échos en échos	Royaume Uni/politique/education	https://www.retronews.fr/journal/paris-soir/24-juillet-1939/131/100875/2	N
Jean Cocteau	1936-08-01	Paris-Soir	Rome	Italie	41.90278349999999	12.496365500000024	Mon Tour du Monde en 80 Jours	Voyage	https://www.retronews.fr/journal/paris-soir/1-aout-1936/131/113049/5	O
Jean Cocteau	1936-08-02	Paris-Soir	Rome	Italie	41.90278349999999	12.496365500000024	Mon Tour du Monde en 80 Jours: Rome la nuit	Voyage	https://www.retronews.fr/journal/paris-soir/2-aout-1936/131/108515/5	N
Jean Cocteau	1936-08-03	Paris-Soir	Athènes	Grèce	37.9838096	23.727538800000048	Mon Tour du Monde en 80 Jours: Athènes, ville légère	Voyage	https://www.retronews.fr/journal/paris-soir/3-aout-1936/131/99001/5	N
Jean Cocteau	1936-08-04	Paris-Soir	Alexandrie	Egypte	31.2000924	29.91873869999995	Mon Tour du Monde en 80 Jours: Rhodes, premier souffle d'Egypte, Alexandrie et son quartier de plaisir	Voyage	https://www.retronews.fr/journal/paris-soir/4-aout-1936/131/113047/5	N
Jean Cocteau	1936-08-05	Paris-Soir	Le Caire	Egypte	30.0444196	31.23571160000006	Mon Tour du Monde en 80 Jours: Le Caire, les pyramides et le Sphinx	Voyage	https://www.retronews.fr/journal/paris-soir/5-aout-1936/131/108513/5	N
Jean Cocteau	1936-08-06	Paris-Soir	Gizeh	Egypte	28.7666216	29.232078399999978	Mon Tour du Monde en 80 Jours: 'Cléopâtre, je pense à elle ce soir	Voyage	https://www.retronews.fr/journal/paris-soir/6-aout-1936/131/101787/5	N
Jean Cocteau	1936-08-07	Paris-Soir	Le Caire	Egypte	30.0444196	31.23571160000006	Mon Tour du Monde en 80 Jours: Tut-Ankh-Amon	Voyage	https://www.retronews.fr/journal/paris-soir/7-aout-1936/131/104529/5	N
Jean Cocteau	1936-08-08	Paris-Soir	Aden	Empire colonial britannique	12.7854969	45.018654800000036	Mon Tour du Monde en 80 Jours: Aden, vestibule des Indes planté sur le monde comme un couteau	Voyage	https://www.retronews.fr/journal/paris-soir/8-aout-1936/131/103495/5	N
Jean Cocteau	1936-08-09	Paris-Soir	Bombay	Inde	19.0759837	72.87765590000004	Mon Tour du Monde en 80 Jours: Dans les rues de Bombay, les mille personnages d'une féerie	Voyage	https://www.retronews.fr/journal/paris-soir/9-aout-1936/131/106543/5	N
Jean Cocteau	1936-08-10	Paris-Soir	Bombay	Inde	19.0759837	72.87765590000004	Mon Tour du Monde en 80 Jours: Bombay-Calcutta: un train d'enfer	Voyage	https://www.retronews.fr/journal/paris-soir/10-aout-1936/131/98999/5	N
Jean Cocteau	1936-08-11	Paris-Soir	Rangoon	Birmanie	16.8660694	96.19513200000006	Mon Tour du Monde en 80 Jours: A Rangoon, le Temple et sa forêt des dieux	Voyage	https://www.retronews.fr/journal/paris-soir/11-aout-1936/131/99989/5	N
Jean Cocteau	1936-08-12	Paris-Soir	Penang	Malaisie	5.4356367	100.30909999999994	Mon Tour du Monde en 80 Jours: La nuit, Penang est magique	Voyage	https://www.retronews.fr/journal/paris-soir/12-aout-1936/131/108507/5	N
Jean Cocteau	1936-08-13	Paris-Soir	Penang	Malaisie	5.4356367	100.30909999999994	Mon Tour du Monde en 80 Jours: 'Big City ! La voilà tellement grande, étincelante inattendue'	Voyage	https://www.retronews.fr/journal/paris-soir/13-aout-1936/131/97041/5	N
